"Date","Archibald.Park","Beach.Rd","Carlton.Gore.Rd","Curran.St","Dominion.Rd","East.Coast.Rd","Franklin.Rd","GI.TO.TAMAKI.DR.SECTION.1","Grafton.Bridge","Grafton.Gully","Grafton.Rd","Great.South.Rd","Highbrook","Hopetoun.St","Karangahape.Rd","Lagoon.Dr","Lake.Rd","Lake.Rd.New","Leigh.Rd.Shared.Path","Lightpath","Mangere.Bridge","Mangere.Safe.Routes","Nelson.St","NW.Cycleway.Kingsland","NW.Cycleway.TeAtatu","Oceanview.Rd","Orewa.Path","Ormiston.Rd","Quay.St.Spark.Arena","Quay.St.Eco.Display.Classic","Queen.St.Pukekohe","Rankin.Ave","Saint.Lukes.Rd","SH20A.Shared.Path","SW.Shared.Path","Symonds.St","Tamaki.Dr","TeAtatu.Peninsula","TeWero.Bridge.Bike","Twin.Streams","Upper.Harbour","Upper.Queen.St","Waterview.Unitec","Westhaven.Dr","Victoria.St.West"
"Wed  3 Jun 2020",5,295,295,254,348,116,185,34,595,384,126,59,36,144,414,323,23,535,18,501,362,13,557,706,659,98,301,67,947,795,9,36,236,24,214,260,NA,105,444,49,109,252,384,NA,NA
"Thu  4 Jun 2020",6,241,301,208,306,111,184,41,530,352,129,80,27,136,394,214,21,383,5,375,250,14,483,821,494,88,257,53,659,625,11,16,184,12,150,249,NA,95,363,33,69,197,292,NA,NA
"Fri  5 Jun 2020",14,214,234,220,283,106,161,43,487,257,98,62,21,135,348,242,21,438,4,339,249,14,437,694,381,101,246,52,630,612,8,24,169,10,139,207,NA,86,324,24,80,196,244,NA,NA
"Sat  6 Jun 2020",33,185,138,313,137,214,94,75,319,282,77,75,28,70,292,291,19,460,32,280,656,14,285,995,790,126,408,40,827,660,21,28,135,33,236,130,NA,67,614,157,351,100,459,NA,NA
"Sun  7 Jun 2020",18,259,136,398,168,164,84,75,340,384,53,53,18,59,350,284,20,502,59,341,572,16,315,623,1155,113,584,33,861,618,13,20,215,37,346,135,NA,121,635,205,438,97,669,NA,NA
"Mon  8 Jun 2020",9,305,334,230,357,131,194,51,654,371,116,70,41,137,392,279,31,439,21,532,315,22,567,552,654,76,298,60,866,781,14,36,238,32,157,270,NA,116,400,81,94,218,348,NA,NA
"Tue  9 Jun 2020",4,329,372,240,382,135,197,31,721,450,129,65,38,153,448,297,13,485,11,568,305,14,629,842,683,109,303,39,981,901,16,29,245,40,218,297,NA,128,517,104,122,287,422,NA,NA
"Wed 10 Jun 2020",26,342,379,323,422,138,230,40,638,472,149,72,32,166,478,320,22,566,27,616,370,31,712,736,906,80,329,42,1019,922,13,24,276,34,203,329,NA,135,537,108,157,288,468,NA,NA
"Thu 11 Jun 2020",10,338,409,282,365,145,272,43,784,461,127,64,30,180,534,305,16,569,17,604,300,14,699,897,735,103,280,41,950,931,12,32,264,29,175,317,NA,125,482,66,110,307,368,NA,NA
"Fri 12 Jun 2020",5,296,339,226,343,118,212,45,656,371,120,73,26,136,422,233,25,477,8,551,312,20,570,714,589,107,223,41,802,873,12,28,205,24,142,276,NA,88,438,79,84,206,356,NA,NA
"Sat 13 Jun 2020",23,165,151,302,175,154,106,39,338,245,97,63,35,61,312,282,13,498,46,279,582,25,261,870,902,120,382,45,699,718,11,33,191,29,292,161,NA,97,703,138,310,107,408,NA,NA
"Sun 14 Jun 2020",25,263,121,412,165,150,84,82,379,382,81,91,26,79,330,333,27,456,48,294,633,21,274,534,1076,100,452,31,763,781,12,31,203,29,344,171,NA,77,587,144,312,127,535,NA,NA
"Mon 15 Jun 2020",9,398,381,261,446,135,252,37,775,506,149,86,41,200,482,358,18,518,19,711,359,13,808,557,804,110,336,47,1102,1350,13,40,308,37,230,321,NA,145,519,140,107,305,470,NA,NA
"Tue 16 Jun 2020",1,384,432,286,481,143,287,48,859,523,175,86,40,180,562,323,16,509,13,711,387,10,849,937,829,110,305,53,1085,1286,14,30,293,67,194,359,NA,118,517,95,161,301,431,NA,NA
"Wed 17 Jun 2020",15,359,403,355,480,143,278,41,842,530,178,83,35,204,542,425,18,552,33,748,340,23,827,795,915,99,357,53,1167,1417,14,30,324,48,225,335,NA,138,613,112,127,290,279,NA,NA
"Thu 18 Jun 2020",2,211,264,125,287,62,146,14,480,299,119,47,13,130,308,217,13,265,5,415,174,14,521,957,317,62,133,44,552,687,6,17,139,13,84,186,NA,59,259,26,32,204,165,NA,NA
"Fri 19 Jun 2020",6,310,329,293,389,127,208,34,689,452,145,57,48,160,472,268,19,583,10,482,277,13,614,659,618,82,327,50,880,1116,14,24,238,27,195,321,NA,102,546,97,115,271,400,NA,NA
"Sat 20 Jun 2020",24,179,195,388,185,194,118,50,403,305,98,54,48,71,320,328,13,600,58,351,743,41,332,748,1003,134,459,46,846,945,17,43,205,73,305,188,NA,88,730,211,353,127,527,NA,NA
"Sun 21 Jun 2020",21,85,89,176,139,68,54,71,216,129,65,67,12,43,206,126,3,237,18,167,277,27,145,371,422,50,215,23,383,350,6,18,95,32,187,104,NA,65,276,110,152,79,283,NA,NA
"Mon 22 Jun 2020",10,410,402,256,476,124,213,44,802,542,178,81,38,200,474,285,20,1023,11,660,390,22,817,1298,792,98,279,46,1141,1286,7,31,286,29,189,354,NA,134,548,99,115,303,111,NA,NA
"Tue 23 Jun 2020",16,415,491,326,494,167,280,39,851,596,184,79,56,179,566,385,13,545,14,731,352,23,863,1496,1000,107,274,53,1140,1361,16,37,289,36,221,347,NA,126,603,78,164,306,344,NA,NA
"Wed 24 Jun 2020",12,315,334,236,401,97,213,33,676,425,164,70,21,173,414,264,17,421,6,629,299,18,755,1072,558,75,181,43,788,942,9,33,212,17,146,275,NA,78,411,44,70,222,294,NA,NA
"Thu 25 Jun 2020",8,250,307,161,374,81,214,29,586,361,137,51,15,154,418,200,20,357,10,447,199,8,560,852,478,70,224,52,680,846,11,33,179,13,145,262,NA,87,382,43,55,225,287,NA,NA
"Fri 26 Jun 2020",6,285,304,232,359,99,235,27,635,362,162,79,27,159,422,237,11,430,14,471,289,18,608,904,508,110,175,46,766,936,14,35,235,13,146,268,NA,67,424,47,56,233,279,NA,NA
"Sat 27 Jun 2020",7,49,42,87,63,48,58,17,150,79,70,43,8,54,134,76,13,142,0,84,121,22,90,146,189,67,141,36,198,234,9,15,62,2,65,65,NA,19,154,47,48,53,111,NA,NA
"Sun 28 Jun 2020",12,184,90,296,128,143,73,33,252,223,88,96,15,53,192,214,14,365,54,170,483,9,215,501,707,66,471,21,534,503,7,16,128,30,225,149,NA,52,407,109,302,80,322,NA,NA
"Mon 29 Jun 2020",1,298,295,144,371,88,173,23,618,405,138,59,21,154,386,249,17,360,13,516,212,12,595,930,451,66,193,44,744,865,5,19,187,11,114,247,NA,65,324,46,43,215,204,NA,NA
"Tue 30 Jun 2020",8,359,377,260,417,124,212,38,748,497,167,78,37,158,470,277,16,420,12,614,322,12,709,1263,709,125,287,49,954,1184,7,24,266,41,210,298,NA,112,469,56,133,237,331,NA,NA
"Sun  1 Mar 2020",18,249,130,400,185,134,110,43,305,379,38,91,23,60,296,340,24,452,55,673,538,23,371,846,1129,NA,555,57,964,962,23,30,147,53,258,195,1484,75,746,278,450,87,400,NA,53
"Mon  2 Mar 2020",14,569,463,334,672,132,387,51,1010,893,132,53,62,217,582,386,36,513,16,1177,408,31,1256,2112,1078,NA,278,65,1517,1836,16,63,378,48,264,574,1609,169,714,190,131,394,348,NA,241
"Tue  3 Mar 2020",18,552,549,401,692,143,394,59,1133,880,142,37,65,275,665,430,33,571,6,1165,439,47,1332,2160,1170,NA,392,74,1580,1829,7,45,356,59,297,613,1836,143,751,148,184,406,387,NA,249
"Wed  4 Mar 2020",22,474,426,361,597,125,320,40,952,737,108,40,35,217,561,410,35,545,6,1038,382,26,1149,1762,945,NA,320,81,1346,1682,7,22,351,40,250,505,1519,120,719,146,112,365,272,NA,224
"Thu  5 Mar 2020",14,497,466,381,602,159,401,46,965,846,127,36,49,238,574,398,29,529,6,1031,389,77,1201,1959,1050,NA,303,65,1438,1741,18,38,321,55,265,569,1579,144,738,155,128,389,263,NA,238
"Fri  6 Mar 2020",12,434,394,387,535,146,385,51,829,735,142,49,34,205,527,363,33,483,24,998,429,44,1132,1790,1023,NA,313,67,1392,1786,3,49,325,84,230,517,1519,153,891,135,111,344,295,NA,211
"Sat  7 Mar 2020",10,198,141,342,222,167,138,62,361,303,45,27,21,86,301,354,23,471,52,363,632,84,330,844,1025,NA,478,50,916,1018,6,34,174,78,279,245,1337,89,838,317,340,136,366,NA,83
"Sun  8 Mar 2020",19,226,138,391,171,172,159,72,330,322,52,35,26,82,268,290,24,385,51,361,820,30,343,801,1192,NA,574,56,637,852,8,25,199,108,286,213,879,120,661,255,349,112,377,NA,69
"Mon  9 Mar 2020",14,447,353,289,595,109,332,30,825,707,116,27,49,218,509,308,24,410,4,1050,332,27,1095,1732,869,NA,274,62,1274,1533,8,28,343,38,176,500,1394,122,592,69,86,354,276,NA,217
"Tue 10 Mar 2020",12,489,415,321,588,135,323,68,951,767,131,39,50,219,526,323,37,429,9,1076,416,33,1167,1899,951,NA,275,73,1378,1668,8,49,324,69,248,535,1585,136,696,265,137,432,277,NA,265
"Wed 11 Mar 2020",11,442,403,300,559,147,331,37,887,699,127,43,32,232,514,373,27,496,2,927,324,39,1082,1753,915,NA,331,76,1287,1454,23,34,341,59,203,508,1444,136,637,124,121,375,258,NA,230
"Thu 12 Mar 2020",10,501,490,380,596,154,338,39,969,815,137,40,53,212,560,410,22,545,12,1011,414,59,1191,1859,1059,NA,314,75,1470,1627,15,49,358,69,286,531,1819,147,722,144,191,411,309,NA,252
"Fri 13 Mar 2020",14,382,381,332,591,123,335,35,850,715,104,39,48,194,541,345,24,459,12,950,373,44,1125,1637,987,NA,353,67,1355,1614,11,38,338,45,273,539,1581,140,793,162,140,349,291,NA,214
"Sat 14 Mar 2020",37,230,155,294,227,176,130,42,388,326,55,23,25,85,301,340,15,452,69,279,602,86,285,721,918,NA,490,49,877,994,21,32,190,57,245,195,1412,61,778,241,269,124,332,NA,76
"Sun 15 Mar 2020",19,266,130,363,178,125,102,59,438,368,45,37,25,70,250,278,26,369,45,334,571,33,330,821,1100,NA,656,55,970,913,13,33,196,57,275,175,1432,94,781,247,359,108,413,NA,66
"Mon 16 Mar 2020",12,494,443,308,668,120,346,44,940,791,112,33,46,197,464,367,37,488,14,1155,416,30,1203,1923,998,NA,314,81,1431,1650,15,62,345,41,222,526,1579,139,682,184,133,347,334,NA,213
"Tue 17 Mar 2020",9,430,449,272,582,112,305,45,816,686,122,29,53,190,573,345,32,459,13,951,336,37,1076,1696,824,NA,297,91,1204,1392,8,46,327,51,205,487,1484,125,585,141,160,370,308,NA,227
"Wed 18 Mar 2020",11,407,388,361,605,158,296,71,932,784,161,39,54,236,565,399,32,531,15,954,426,34,1090,1758,1061,NA,378,77,1363,1481,19,60,322,54,220,482,1663,144,675,172,130,363,331,NA,222
"Thu 19 Mar 2020",11,404,356,264,492,107,247,48,780,656,126,50,39,171,441,331,20,440,24,778,318,23,872,1500,797,NA,296,85,1126,1164,17,32,271,47,174,437,1339,103,500,117,128,310,261,NA,190
"Fri 20 Mar 2020",13,264,252,209,378,98,184,37,430,362,102,36,29,146,321,266,16,354,12,544,249,38,581,986,534,NA,215,67,803,805,6,32,208,31,136,354,1024,82,386,99,83,244,204,NA,150
"Sat 21 Mar 2020",35,231,133,456,179,167,103,131,402,338,38,27,27,60,250,384,21,511,54,383,769,52,308,778,1053,NA,649,54,1006,883,16,46,217,38,304,204,1335,109,781,325,360,102,456,NA,63
"Sun 22 Mar 2020",62,248,133,463,203,156,91,78,464,390,26,30,31,53,256,292,47,388,53,371,818,24,260,873,1085,NA,953,56,1006,807,14,41,231,67,336,175,1520,123,740,317,441,101,505,NA,62
"Mon 23 Mar 2020",7,195,186,130,281,70,112,22,376,316,53,35,24,120,243,199,17,264,4,347,183,23,378,724,443,NA,213,44,525,535,11,26,187,17,104,244,700,57,259,203,52,179,156,NA,110
"Tue 24 Mar 2020",16,138,104,147,196,80,78,NA,195,164,45,34,21,95,199,179,14,238,8,185,135,16,206,409,328,NA,196,78,347,303,7,32,117,25,99,190,513,66,209,101,70,109,149,NA,67
"Wed 25 Mar 2020",33,165,102,316,167,101,77,87,244,205,19,23,19,65,281,262,17,348,10,205,296,29,160,475,632,NA,389,42,555,404,13,21,182,41,196,161,931,86,310,185,162,96,295,NA,59
"Thu 26 Mar 2020",56,113,79,407,144,121,59,80,209,176,37,29,41,39,305,327,14,435,33,183,346,13,143,500,662,NA,398,34,600,342,28,41,209,24,191,156,1036,137,106,163,185,57,287,NA,35
"Fri 27 Mar 2020",66,77,72,344,131,131,64,63,138,116,25,23,26,29,266,310,17,412,43,140,232,10,128,382,548,NA,429,23,526,265,43,17,194,24,206,117,865,111,55,161,135,46,310,NA,28
"Sat 28 Mar 2020",57,164,85,794,211,257,139,173,379,319,53,24,34,43,369,516,51,686,60,392,466,25,285,692,893,NA,555,39,1051,546,52,40,412,51,310,150,1750,137,140,278,257,51,466,NA,31
"Sun 29 Mar 2020",76,185,126,1044,279,336,197,181,403,339,60,19,27,52,497,682,38,906,85,512,648,20,351,810,1299,NA,672,59,1473,761,72,22,515,45,416,192,2318,209,202,331,417,62,625,NA,38
"Mon 30 Mar 2020",82,104,107,496,150,197,122,124,188,158,34,25,26,47,338,390,18,519,63,219,383,20,178,521,711,NA,514,28,713,399,61,56,327,34,244,135,1149,139,52,237,221,60,367,NA,37
"Tue 31 Mar 2020",117,147,116,683,220,318,137,124,284,239,48,24,51,62,429,499,31,663,77,325,476,35,221,607,922,NA,590,39,994,529,87,68,414,56,330,195,1627,181,71,332,319,69,496,NA,42
"Fri  1 May 2020",61,131,135,433,190,171,141,97,771,183,59,63,36,59,293,260,36,463,50,233,342,28,202,581,844,233,361,61,599,528,49,21,247,31,248,189,1052,113,37,245,174,87,315,NA,NA
"Sat  2 May 2020",50,241,153,719,225,264,159,159,498,430,91,60,29,72,402,366,29,646,43,402,760,18,325,873,1302,252,506,41,918,735,30,29,381,34,456,182,1649,203,103,359,441,95,549,NA,NA
"Sun  3 May 2020",33,25,36,119,60,55,28,16,113,50,30,26,1,16,61,53,8,113,6,156,88,3,45,138,267,199,80,13,123,110,5,7,82,10,80,48,213,56,7,78,47,17,114,NA,NA
"Mon  4 May 2020",43,94,100,284,99,116,76,107,305,131,85,51,22,49,222,150,16,345,25,140,204,17,134,410,451,215,261,35,390,309,29,14,219,27,164,131,652,89,13,173,80,56,220,NA,NA
"Tue  5 May 2020",15,91,87,175,110,85,75,60,296,101,81,37,18,39,232,103,11,187,7,103,125,15,108,296,363,197,225,42,353,278,6,29,169,13,111,111,555,55,15,108,78,62,118,NA,NA
"Wed  6 May 2020",35,144,140,417,132,151,95,106,411,187,72,69,38,51,306,209,16,447,22,147,342,32,191,568,726,189,372,53,618,371,17,29,262,30,215,186,853,106,15,299,185,83,260,NA,NA
"Thu  7 May 2020",29,133,119,355,142,189,95,83,354,202,71,65,28,53,304,203,9,359,42,192,370,9,164,510,657,35,307,44,688,282,18,30,249,25,237,159,956,104,14,219,171,110,229,NA,NA
"Fri  8 May 2020",49,175,154,503,182,169,139,142,424,254,81,79,35,76,372,216,9,486,33,331,348,34,225,613,718,52,412,56,785,380,24,34,274,39,281,190,1122,105,44,229,220,87,343,NA,NA
"Sat  9 May 2020",78,427,225,1192,302,390,256,186,612,721,121,63,73,77,658,563,25,1050,99,887,1202,26,533,1478,2052,80,829,86,2173,956,44,73,547,57,695,291,2840,271,246,516,627,148,807,NA,NA
"Sun 10 May 2020",67,281,161,835,248,287,138,193,466,413,84,62,47,56,468,440,32,742,70,658,867,32,399,987,1299,68,594,50,1253,588,30,37,465,36,466,215,1738,183,160,413,384,88,556,NA,NA
"Mon 11 May 2020",38,131,170,324,155,154,110,87,398,150,76,56,36,68,294,185,19,350,19,263,280,16,185,551,672,39,327,67,537,308,11,33,219,28,230,176,810,120,28,193,136,79,263,NA,NA
"Tue 12 May 2020",31,104,125,298,129,134,98,93,357,149,76,54,34,58,268,176,22,339,18,155,353,22,157,456,578,36,178,45,482,289,25,22,219,19,201,146,719,92,16,128,150,91,195,NA,NA
"Wed 13 May 2020",36,127,126,318,147,117,93,66,375,140,74,54,36,52,362,177,12,343,14,171,302,12,189,497,674,50,298,67,592,367,22,40,222,26,228,183,817,98,16,155,108,89,269,NA,NA
"Thu 14 May 2020",32,153,201,318,202,157,131,72,493,214,62,97,29,78,438,212,3,441,29,210,317,35,260,653,772,68,257,60,712,546,9,48,264,23,222,264,1042,120,302,277,174,153,255,NA,NA
"Fri 15 May 2020",31,197,198,361,221,123,186,64,456,223,75,73,36,81,350,226,30,406,29,176,340,34,260,647,671,86,335,74,733,539,13,27,250,26,210,246,995,91,391,200,147,174,202,NA,NA
"Sat 16 May 2020",35,239,189,625,211,224,141,113,448,339,64,86,58,75,364,362,30,611,104,296,885,32,384,919,1263,98,639,84,1127,881,23,50,326,51,356,228,1555,154,763,289,445,110,684,NA,NA
"Sun 17 May 2020",33,300,160,569,204,241,108,98,381,423,72,83,39,58,388,385,21,682,68,337,944,18,385,859,1287,90,655,74,1261,999,29,38,288,59,438,194,1681,171,963,388,500,127,833,NA,NA
"Mon 18 May 2020",24,251,250,260,331,131,188,71,558,305,109,64,28,150,448,267,35,511,13,344,354,19,465,941,788,98,341,59,845,721,22,32,243,24,232,299,964,138,408,157,120,233,400,NA,NA
"Tue 19 May 2020",21,267,308,322,378,137,190,54,667,364,120,82,28,123,482,277,26,641,24,297,374,33,486,1081,882,114,386,72,940,779,20,24,297,28,213,341,1233,144,453,158,183,219,434,NA,NA
"Wed 20 May 2020",24,303,355,323,373,135,196,67,722,399,118,91,45,117,504,246,21,672,18,309,409,43,510,1107,1010,101,292,63,936,805,21,24,254,29,250,286,1152,149,482,138,164,237,447,NA,NA
"Thu 21 May 2020",13,253,282,296,360,133,198,45,654,324,116,83,38,137,500,244,25,534,20,284,382,25,500,1023,847,99,304,76,835,777,16,33,261,42,220,291,1108,137,447,134,145,228,370,NA,NA
"Fri 22 May 2020",22,249,239,307,312,137,188,50,612,306,79,79,29,126,496,212,26,576,45,231,362,18,447,899,732,122,329,73,836,756,19,35,285,49,226,290,1044,103,475,117,130,206,393,NA,NA
"Sat 23 May 2020",39,247,194,412,182,240,120,101,392,371,87,83,26,71,366,390,9,585,88,284,892,26,303,853,1311,136,636,54,1071,880,21,43,239,61,315,206,1426,104,820,227,463,79,643,NA,NA
"Sun 24 May 2020",2,66,66,177,92,90,32,38,199,116,42,60,15,34,186,177,4,242,4,83,338,6,109,325,499,41,117,30,331,231,13,16,122,22,112,77,565,53,201,71,180,60,211,NA,NA
"Mon 25 May 2020",11,166,175,79,192,69,76,19,380,166,73,56,14,111,240,150,13,245,7,163,147,5,265,481,287,63,131,52,398,390,9,22,143,8,80,146,449,51,150,39,30,102,134,NA,NA
"Tue 26 May 2020",2,224,238,183,256,116,129,36,560,283,102,67,28,151,382,224,24,424,1,241,275,22,391,768,588,79,267,61,686,587,14,32,196,17,145,244,862,94,337,109,76,135,316,NA,NA
"Wed 27 May 2020",12,194,179,97,229,59,97,18,433,213,88,52,21,131,272,119,14,259,0,163,143,18,319,589,372,80,93,51,383,363,9,9,132,8,62,170,428,70,202,40,30,150,197,NA,NA
"Thu 28 May 2020",7,315,327,281,374,156,168,50,684,419,124,72,38,166,554,286,15,572,17,320,372,17,472,1036,841,98,317,56,932,736,23,41,281,27,205,313,1163,125,488,140,146,196,430,NA,NA
"Fri 29 May 2020",6,217,187,150,240,103,108,40,448,241,86,64,22,100,266,180,16,370,0,186,205,9,295,555,356,95,186,47,491,445,9,24,174,7,103,176,633,60,296,56,62,119,224,NA,NA
"Sat 30 May 2020",29,193,144,421,142,169,55,117,328,330,92,58,43,61,272,288,21,431,86,281,568,34,285,668,905,126,598,43,870,668,18,33,201,23,307,149,1303,88,690,203,260,71,526,NA,NA
"Sun 31 May 2020",19,79,65,147,78,53,35,18,186,121,46,56,14,39,182,104,5,218,25,91,230,8,124,286,328,53,103,22,277,216,20,7,73,15,96,87,470,34,203,53,71,60,176,NA,NA
"Thu  1 Oct 2020",47,398,425,365,432,133,260,54,729,538,184,102,44,144,NA,342,7,396,34,650,384,15,793,1334,890,153,320,44,1024,1106,18,34,295,43,227,224,NA,107,753,153,150,285,478,781,NA
"Fri  2 Oct 2020",20,335,300,297,318,116,253,54,637,401,161,81,50,144,NA,298,11,349,39,452,307,26,561,974,597,109,269,48,876,944,21,33,206,39,214,208,NA,74,623,133,100,232,420,715,NA
"Sat  3 Oct 2020",55,218,185,418,185,180,139,86,406,379,124,71,30,92,NA,408,11,486,116,293,685,39,303,936,1147,190,445,54,1027,933,25,36,249,42,338,137,NA,111,788,266,382,146,521,824,NA
"Sun  4 Oct 2020",38,228,155,400,154,159,109,62,364,369,97,73,46,62,NA,438,9,479,96,314,635,22,279,731,1020,168,690,98,915,860,8,36,238,52,359,87,NA,118,781,308,388,110,541,831,NA
"Mon  5 Oct 2020",38,380,375,341,405,134,238,44,771,511,204,78,62,177,NA,300,6,364,41,626,374,50,784,1257,805,83,429,58,969,1130,19,31,300,50,192,241,NA,121,630,209,142,308,475,688,NA
"Tue  6 Oct 2020",56,406,455,351,420,143,265,36,845,553,193,87,57,176,NA,399,11,451,23,647,354,25,805,1449,916,134,281,56,1075,1213,20,42,325,56,253,270,NA,109,478,193,175,305,467,763,NA
"Wed  7 Oct 2020",24,394,363,292,400,133,251,48,807,523,215,76,51,173,NA,301,12,417,27,640,257,31,761,1280,777,144,262,44,1041,1159,18,28,284,66,187,231,NA,103,385,171,153,290,380,865,NA
"Thu  8 Oct 2020",21,361,421,256,399,113,242,39,734,516,226,72,39,179,NA,264,4,348,18,560,291,28,683,1198,727,138,234,56,932,1026,15,45,263,50,188,246,NA,82,453,138,114,289,381,830,NA
"Fri  9 Oct 2020",27,311,310,221,337,91,206,36,669,356,202,76,42,160,NA,229,5,318,43,466,236,28,574,916,491,149,123,54,564,763,12,26,209,43,147,220,NA,64,311,113,52,239,316,778,NA
"Sat 10 Oct 2020",46,173,183,299,183,134,107,77,388,317,150,70,53,61,NA,277,12,330,93,268,551,46,275,691,699,124,251,56,550,540,9,22,152,37,283,113,NA,64,379,175,265,101,488,815,NA
"Sun 11 Oct 2020",18,181,103,243,164,100,124,58,343,260,97,66,18,64,NA,210,3,384,54,223,379,8,226,578,724,132,238,28,505,538,14,28,192,16,198,91,NA,64,292,193,227,94,455,812,NA
"Mon 12 Oct 2020",18,311,296,145,302,81,175,31,648,394,204,59,23,159,NA,187,19,305,6,520,159,4,612,993,435,113,147,28,602,752,10,25,201,25,81,231,NA,90,152,35,48,224,234,696,NA
"Tue 13 Oct 2020",6,230,253,141,334,73,172,23,491,334,167,52,21,136,NA,151,6,234,3,453,131,16,548,821,418,68,79,42,482,633,5,21,151,23,104,215,NA,84,139,42,34,192,238,466,NA
"Wed 14 Oct 2020",48,499,478,355,469,168,289,74,1019,696,261,84,50,185,NA,331,26,556,12,718,372,22,941,1700,1014,135,331,68,1203,1348,11,42,338,54,210,432,NA,146,447,148,225,329,488,1032,NA
"Thu 15 Oct 2020",7,437,468,229,397,123,244,35,843,612,202,79,41,198,NA,273,17,437,13,644,271,8,748,1355,663,103,233,36,960,1123,8,32,261,23,127,340,NA,92,313,66,83,275,342,587,NA
